Sub-network,Date,MACS,SST-2 Acc
"{'num_layers': [9], 'num_attention_heads': [6, 6, 10, 12, 8, 10, 8, 6, 8, 12, 8, 8], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 3072, 2048, 1024, 2048, 1024, 2048, 3072]}",36:01.8,4838491776,0.917431193
"{'num_layers': [9], 'num_attention_heads': [6, 6, 8, 6, 6, 6, 8, 6, 8, 12, 8, 8], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 3072, 2048, 1024, 1024, 3072, 2048, 2048]}",36:03.5,4255483520,0.911697248
"{'num_layers': [6], 'num_attention_heads': [6, 6, 10, 12, 6, 10, 12, 6, 8, 12, 6, 12], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 2048, 2048]}",36:04.7,2572977792,0.879587156
"{'num_layers': [8], 'num_attention_heads': [6, 6, 10, 6, 6, 6, 8, 6, 8, 6, 6, 8], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 2048, 1024]}",36:06.2,3085076096,0.893348624
"{'num_layers': [9], 'num_attention_heads': [6, 6, 6, 12, 8, 6, 12, 6, 8, 12, 8, 8], 'intermediate_size': [3072, 3072, 2048, 2048, 1024, 3072, 2048, 1024, 1024, 1024, 2048, 2048]}",36:08.1,5534746240,0.918577982
"{'num_layers': [9], 'num_attention_heads': [6, 6, 10, 6, 6, 6, 8, 6, 8, 12, 6, 8], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 3072, 2048, 1024, 1024, 1024, 2048, 1024]}",36:09.8,4310009472,0.908256881
"{'num_layers': [8], 'num_attention_heads': [6, 6, 10, 6, 6, 10, 8, 6, 10, 12, 8, 8], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 1024, 1024, 1024, 1024, 1024, 2048, 2048]}",36:11.5,3395454592,0.89793578
"{'num_layers': [6], 'num_attention_heads': [6, 6, 10, 12, 6, 10, 12, 6, 8, 10, 8, 8], 'intermediate_size': [1024, 1024, 2048, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 3072, 2048]}",36:12.7,2774304384,0.881880734
"{'num_layers': [9], 'num_attention_heads': [6, 6, 10, 10, 6, 6, 8, 6, 8, 6, 6, 8], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 3072, 2048, 1024, 1024, 1024, 1024, 3072]}",36:14.4,4419061376,0.910550459
"{'num_layers': [9], 'num_attention_heads': [6, 6, 10, 10, 8, 10, 8, 6, 8, 6, 6, 8], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 3072, 2048, 1024, 1024, 1024, 2048, 3072]}",36:16.2,4582639232,0.917431193
"{'num_layers': [9], 'num_attention_heads': [6, 6, 10, 6, 6, 6, 8, 6, 8, 12, 6, 12], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 2048, 2048]}",36:17.7,3504703104,0.900229358
"{'num_layers': [9], 'num_attention_heads': [6, 6, 6, 12, 8, 10, 12, 6, 8, 12, 8, 8], 'intermediate_size': [3072, 3072, 2048, 2048, 1024, 3072, 2048, 2048, 1024, 1024, 2048, 2048]}",36:19.7,5845124736,0.918577982
"{'num_layers': [9], 'num_attention_heads': [6, 6, 10, 10, 8, 6, 12, 6, 8, 6, 6, 8], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 3072, 2048, 1024, 1024, 1024, 2048, 2048]}",36:21.5,4582639232,0.912844037
"{'num_layers': [9], 'num_attention_heads': [6, 6, 10, 12, 8, 10, 12, 6, 8, 6, 6, 8], 'intermediate_size': [3072, 1024, 1024, 2048, 1024, 3072, 2048, 1024, 2048, 1024, 2048, 3072]}",36:23.4,5350196864,0.917431193
"{'num_layers': [6], 'num_attention_heads': [6, 6, 10, 12, 8, 10, 12, 6, 8, 6, 6, 8], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 2048, 2048, 1024, 1024, 2048, 3072]}",36:24.6,2627503744,0.883027523
"{'num_layers': [9], 'num_attention_heads': [6, 6, 6, 12, 8, 10, 12, 6, 8, 6, 6, 8], 'intermediate_size': [3072, 3072, 2048, 2048, 1024, 3072, 2048, 2048, 2048, 1024, 2048, 3072]}",36:26.6,6046451328,0.92087156
"{'num_layers': [9], 'num_attention_heads': [6, 6, 8, 6, 6, 6, 8, 6, 8, 12, 6, 8], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 3072, 1024, 1024, 1024, 1024, 2048, 2048]}",36:28.4,4054156928,0.908256881
"{'num_layers': [9], 'num_attention_heads': [6, 6, 6, 12, 8, 10, 12, 6, 8, 6, 6, 8], 'intermediate_size': [3072, 3072, 2048, 2048, 1024, 3072, 2048, 1024, 2048, 1024, 2048, 3072]}",36:30.4,5845124736,0.922018349
"{'num_layers': [9], 'num_attention_heads': [6, 6, 10, 10, 8, 6, 8, 6, 8, 6, 6, 8], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 3072, 2048, 1024, 1024, 1024, 2048, 2048]}",36:32.1,4473587328,0.913990826
"{'num_layers': [6], 'num_attention_heads': [6, 6, 10, 12, 6, 10, 12, 6, 8, 12, 8, 8], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 1024, 2048, 1024, 2048, 1024, 2048, 3072]}",36:33.4,2774304384,0.885321101
"{'num_layers': [8], 'num_attention_heads': [6, 6, 6, 6, 6, 6, 8, 6, 8, 6, 6, 8], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 2048, 1024]}",36:34.8,2976024192,0.892201835
"{'num_layers': [9], 'num_attention_heads': [6, 6, 6, 12, 8, 10, 12, 6, 8, 6, 6, 8], 'intermediate_size': [3072, 3072, 2048, 2048, 1024, 3072, 3072, 1024, 2048, 1024, 2048, 3072]}",36:36.8,6046451328,0.919724771
"{'num_layers': [9], 'num_attention_heads': [6, 6, 8, 6, 6, 6, 8, 6, 8, 12, 8, 8], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 2048]}",36:38.4,3450177152,0.89793578
"{'num_layers': [11], 'num_attention_heads': [6, 6, 10, 12, 8, 10, 12, 12, 8, 10, 6, 6], 'intermediate_size': [2048, 1024, 3072, 3072, 3072, 3072, 3072, 3072, 3072, 1024, 2048, 3072]}",37:31.9,8164968064,0.925458716
"{'num_layers': [6], 'num_attention_heads': [6, 6, 8, 8, 8, 8, 8, 8, 12, 8, 6, 6], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 2048, 1024, 2048, 1024, 2048, 2048]}",37:33.2,2409399936,0.872706422
"{'num_layers': [6], 'num_attention_heads': [6, 6, 10, 12, 8, 8, 10, 8, 12, 8, 6, 6], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 2048, 1024, 2048, 1024, 2048, 3072]}",37:34.4,2572977792,0.884174312
"{'num_layers': [9], 'num_attention_heads': [6, 6, 10, 12, 8, 10, 12, 6, 12, 8, 6, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 3072, 2048, 3072, 2048, 1024, 2048, 3072]}",37:36.4,5459248768,0.92087156
"{'num_layers': [6], 'num_attention_heads': [6, 6, 10, 10, 8, 8, 10, 6, 8, 8, 6, 6], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 2048, 1024, 2048, 1024, 2048, 3072]}",37:37.6,2518451840,0.880733945
"{'num_layers': [11], 'num_attention_heads': [6, 6, 10, 8, 8, 10, 10, 6, 8, 10, 6, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 3072, 2048, 1024, 2048, 1024, 2048, 3072]}",37:39.9,5824546432,0.916284404
"{'num_layers': [11], 'num_attention_heads': [6, 6, 10, 12, 8, 10, 10, 6, 8, 10, 6, 6], 'intermediate_size': [2048, 1024, 1024, 2048, 1024, 3072, 2048, 1024, 2048, 1024, 2048, 3072]}",37:42.1,6134924928,0.916284404
"{'num_layers': [11], 'num_attention_heads': [6, 6, 10, 12, 8, 10, 10, 6, 8, 10, 6, 6], 'intermediate_size': [2048, 1024, 1024, 2048, 1024, 3072, 3072, 1024, 2048, 1024, 2048, 3072]}",37:44.3,6336251520,0.916284404
"{'num_layers': [11], 'num_attention_heads': [6, 6, 10, 12, 8, 10, 10, 6, 8, 10, 6, 6], 'intermediate_size': [2048, 1024, 1024, 2048, 1024, 3072, 2048, 3072, 2048, 1024, 2048, 3072]}",37:59.5,6537578112,0.918577982
"{'num_layers': [11], 'num_attention_heads': [6, 6, 10, 12, 8, 10, 10, 6, 8, 10, 6, 6], 'intermediate_size': [2048, 1024, 3072, 2048, 3072, 3072, 3072, 3072, 3072, 1024, 2048, 3072]}",38:13.8,7745537664,0.924311927
"{'num_layers': [11], 'num_attention_heads': [6, 6, 10, 12, 8, 10, 10, 6, 8, 10, 6, 6], 'intermediate_size': [2048, 1024, 3072, 3072, 3072, 3072, 3072, 3072, 3072, 1024, 2048, 3072]}",38:16.2,7946864256,0.925458716
"{'num_layers': [11], 'num_attention_heads': [6, 6, 10, 12, 8, 10, 10, 6, 8, 10, 6, 6], 'intermediate_size': [2048, 1024, 3072, 2048, 3072, 3072, 3072, 3072, 2048, 1024, 2048, 3072]}",38:18.6,7544211072,0.923165138
"{'num_layers': [9], 'num_attention_heads': [6, 6, 10, 8, 8, 10, 8, 6, 12, 8, 6, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 1024, 2048, 1024, 2048, 1024, 2048, 1024]}",38:20.4,4435838592,0.901376147
"{'num_layers': [11], 'num_attention_heads': [6, 6, 10, 12, 8, 10, 10, 6, 8, 10, 6, 10], 'intermediate_size': [2048, 1024, 3072, 2048, 1024, 3072, 3072, 3072, 3072, 1024, 2048, 3072]}",38:30.8,7342884480,0.923165138
"{'num_layers': [11], 'num_attention_heads': [6, 6, 10, 12, 8, 10, 10, 6, 8, 10, 6, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 3072, 2048, 1024, 2048, 1024, 2048, 3072]}",38:32.9,5933598336,0.919724771
"{'num_layers': [8], 'num_attention_heads': [6, 6, 10, 8, 8, 10, 10, 6, 12, 6, 6, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 2048, 2048, 1024, 2048, 1024, 2048, 3072]}",38:34.5,3961685632,0.901376147
"{'num_layers': [8], 'num_attention_heads': [6, 6, 8, 8, 8, 10, 8, 6, 8, 6, 6, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 3072, 1024, 1024, 2048, 2048, 1024, 1024]}",38:36.0,3852633728,0.901376147
"{'num_layers': [8], 'num_attention_heads': [6, 6, 10, 8, 8, 10, 8, 6, 8, 6, 6, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 3072, 2048, 1024, 2048, 2048, 1024, 1024]}",38:37.6,4108486272,0.905963303
"{'num_layers': [6], 'num_attention_heads': [6, 6, 8, 10, 8, 8, 10, 8, 12, 8, 6, 6], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 2048, 1024, 2048, 1024, 2048, 3072]}",38:38.8,2463925888,0.875
"{'num_layers': [9], 'num_attention_heads': [6, 6, 10, 8, 8, 10, 8, 6, 8, 6, 6, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 2048, 2048, 1024, 2048, 2048, 1024, 1024]}",38:40.5,4528113280,0.910550459
"{'num_layers': [8], 'num_attention_heads': [6, 6, 10, 8, 8, 10, 8, 6, 8, 6, 6, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 1024, 2048, 1024, 2048, 1024, 1024, 1024]}",38:42.1,3705833088,0.895642202
"{'num_layers': [9], 'num_attention_heads': [6, 6, 10, 8, 8, 10, 8, 6, 12, 6, 6, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 2048, 2048, 1024, 2048, 2048, 1024, 1024]}",38:43.8,4637165184,0.90940367
"{'num_layers': [8], 'num_attention_heads': [6, 6, 8, 8, 8, 10, 8, 6, 8, 6, 6, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 3072, 2048, 1024, 2048, 1024, 1024, 1024]}",38:45.4,4053960320,0.908256881
"{'num_layers': [6], 'num_attention_heads': [12, 6, 10, 12, 8, 8, 10, 6, 8, 8, 6, 6], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 2048, 1024, 2048, 1024, 2048, 3072]}",38:46.8,2736555648,0.875
"{'num_layers': [8], 'num_attention_heads': [6, 6, 8, 8, 8, 10, 8, 6, 8, 6, 6, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 1024, 2048, 1024, 2048, 1024, 1024, 1024]}",38:48.3,3651307136,0.895642202
"{'num_layers': [8], 'num_attention_heads': [6, 6, 10, 8, 8, 10, 12, 6, 8, 6, 6, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 3072, 2048, 1024, 2048, 1024, 1024, 1024]}",38:49.9,4217538176,0.90940367
"{'num_layers': [11], 'num_attention_heads': [6, 6, 10, 12, 8, 10, 10, 6, 8, 10, 6, 6], 'intermediate_size': [2048, 1024, 3072, 2048, 1024, 3072, 3072, 3072, 2048, 1024, 2048, 3072]}",38:52.2,7141557888,0.925458716
"{'num_layers': [8], 'num_attention_heads': [6, 6, 8, 8, 8, 10, 8, 6, 8, 12, 6, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 1024, 1024, 1024, 2048, 1024, 2048, 1024]}",38:53.7,3449980544,0.893348624
"{'num_layers': [6], 'num_attention_heads': [6, 6, 10, 8, 8, 8, 8, 8, 12, 12, 6, 6], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 2048, 1024, 2048, 2048]}",38:54.9,2463925888,0.873853211
"{'num_layers': [8], 'num_attention_heads': [6, 6, 10, 8, 8, 10, 8, 6, 8, 12, 6, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 1024, 1024, 1024, 2048, 1024, 2048, 3072]}",38:56.3,3504506496,0.899082569
"{'num_layers': [11], 'num_attention_heads': [6, 6, 10, 12, 8, 10, 10, 6, 8, 10, 6, 6], 'intermediate_size': [2048, 1024, 3072, 2048, 1024, 3072, 2048, 3072, 2048, 1024, 2048, 3072]}",38:58.6,6940231296,0.926605505
"{'num_layers': [9], 'num_attention_heads': [6, 6, 10, 8, 8, 10, 8, 6, 8, 8, 6, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 1024, 2048, 1024, 2048, 1024, 2048, 1024]}",39:00.3,4326786688,0.900229358
"{'num_layers': [6], 'num_attention_heads': [12, 6, 10, 12, 8, 8, 10, 6, 8, 8, 6, 6], 'intermediate_size': [2048, 1024, 1024, 1024, 1024, 1024, 2048, 1024, 2048, 1024, 2048, 3072]}",39:01.6,2937882240,0.877293578
"{'num_layers': [9], 'num_attention_heads': [6, 6, 10, 12, 8, 10, 8, 6, 12, 8, 6, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 3072, 2048, 3072, 2048, 1024, 2048, 3072]}",39:03.5,5350196864,0.918577982
"{'num_layers': [6], 'num_attention_heads': [12, 6, 10, 12, 8, 8, 10, 6, 12, 8, 6, 6], 'intermediate_size': [2048, 1024, 2048, 2048, 1024, 1024, 2048, 1024, 2048, 1024, 2048, 3072]}",39:04.8,3340535424,0.887614679
"{'num_layers': [9], 'num_attention_heads': [6, 6, 10, 8, 8, 10, 8, 6, 8, 6, 6, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 3072, 2048, 1024, 2048, 2048, 2048, 1024]}",39:06.6,4729439872,0.912844037
"{'num_layers': [9], 'num_attention_heads': [6, 6, 10, 10, 8, 10, 12, 6, 8, 8, 6, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 3072, 2048, 3072, 2048, 1024, 2048, 3072]}",39:08.5,5295670912,0.917431193
"{'num_layers': [9], 'num_attention_heads': [6, 6, 10, 8, 8, 10, 8, 6, 12, 8, 6, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 3072, 2048, 1024, 2048, 1024, 2048, 1024]}",39:10.3,4838491776,0.915137615
"{'num_layers': [9], 'num_attention_heads': [6, 6, 10, 12, 8, 10, 12, 6, 12, 6, 6, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 3072, 2048, 1024, 2048, 1024, 2048, 3072]}",39:12.1,5056595584,0.919724771
"{'num_layers': [9], 'num_attention_heads': [6, 6, 10, 10, 8, 10, 12, 6, 12, 6, 6, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 3072, 2048, 1024, 2048, 1024, 2048, 3072]}",39:14.0,5002069632,0.917431193
"{'num_layers': [8], 'num_attention_heads': [6, 6, 10, 8, 8, 10, 8, 6, 8, 8, 6, 6], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 2048, 1024, 2048, 3072]}",39:15.5,3303179904,0.893348624
"{'num_layers': [6], 'num_attention_heads': [6, 6, 10, 12, 8, 8, 10, 6, 8, 12, 6, 6], 'intermediate_size': [2048, 1024, 1024, 2048, 1024, 1024, 2048, 3072, 2048, 1024, 2048, 3072]}",39:16.7,2975630976,0.887614679
"{'num_layers': [11], 'num_attention_heads': [6, 6, 10, 12, 8, 10, 8, 6, 8, 10, 6, 6], 'intermediate_size': [2048, 1024, 3072, 2048, 1024, 3072, 3072, 3072, 2048, 1024, 2048, 3072]}",39:19.3,7087031936,0.925458716
"{'num_layers': [6], 'num_attention_heads': [12, 6, 10, 12, 8, 8, 10, 6, 12, 8, 6, 6], 'intermediate_size': [2048, 1024, 2048, 1024, 1024, 1024, 2048, 1024, 2048, 1024, 2048, 3072]}",39:20.6,3139208832,0.881880734
"{'num_layers': [11], 'num_attention_heads': [6, 6, 10, 12, 8, 10, 10, 6, 8, 10, 6, 6], 'intermediate_size': [2048, 1024, 1024, 2048, 1024, 3072, 3072, 3072, 2048, 1024, 2048, 3072]}",39:22.9,6738904704,0.917431193
"{'num_layers': [6], 'num_attention_heads': [6, 6, 10, 12, 8, 10, 12, 6, 12, 6, 6, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 1024, 2048, 1024, 2048, 1024, 2048, 3072]}",39:24.1,2828830336,0.887614679
"{'num_layers': [9], 'num_attention_heads': [6, 6, 10, 8, 8, 10, 10, 6, 8, 10, 6, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 3072, 2048, 1024, 2048, 1024, 2048, 3072]}",39:25.9,4783965824,0.917431193
"{'num_layers': [6], 'num_attention_heads': [6, 6, 10, 12, 8, 10, 10, 8, 8, 12, 6, 6], 'intermediate_size': [2048, 1024, 1024, 2048, 1024, 1024, 2048, 3072, 3072, 1024, 2048, 3072]}",39:27.2,3030156928,0.891055046
"{'num_layers': [6], 'num_attention_heads': [6, 6, 10, 12, 8, 8, 10, 6, 8, 12, 6, 6], 'intermediate_size': [2048, 1024, 2048, 2048, 1024, 1024, 2048, 1024, 2048, 1024, 2048, 3072]}",39:28.6,3176957568,0.889908257
"{'num_layers': [11], 'num_attention_heads': [6, 6, 10, 12, 8, 10, 10, 6, 8, 10, 6, 6], 'intermediate_size': [2048, 1024, 3072, 2048, 1024, 3072, 3072, 1024, 2048, 1024, 2048, 3072]}",39:30.8,6738904704,0.925458716
"{'num_layers': [10], 'num_attention_heads': [8, 10, 10, 12, 8, 10, 10, 6, 12, 10, 8, 8], 'intermediate_size': [3072, 2048, 2048, 2048, 1024, 3072, 3072, 3072, 3072, 2048, 2048, 3072]}",40:27.7,7451739776,0.913990826
"{'num_layers': [6], 'num_attention_heads': [8, 6, 8, 6, 6, 6, 8, 6, 12, 10, 8, 6], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 2048, 1024, 1024, 1024, 2048, 2048]}",40:29.0,2300348032,0.866972477
"{'num_layers': [6], 'num_attention_heads': [8, 6, 10, 12, 8, 10, 10, 6, 12, 10, 8, 6], 'intermediate_size': [1024, 1024, 2048, 2048, 1024, 1024, 2048, 1024, 3072, 2048, 2048, 3072]}",40:30.3,3084682880,0.884174312
"{'num_layers': [8], 'num_attention_heads': [8, 6, 8, 6, 6, 6, 8, 6, 10, 8, 8, 6], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 2048, 2048]}",40:31.8,3085076096,0.887614679
"{'num_layers': [9], 'num_attention_heads': [8, 10, 10, 12, 8, 10, 10, 6, 12, 6, 8, 8], 'intermediate_size': [3072, 2048, 2048, 2048, 1024, 3072, 3072, 1024, 1024, 2048, 2048, 3072]}",40:34.0,5970953856,0.92087156
"{'num_layers': [9], 'num_attention_heads': [8, 10, 10, 12, 8, 10, 10, 6, 12, 6, 8, 8], 'intermediate_size': [3072, 2048, 2048, 2048, 1024, 3072, 3072, 3072, 3072, 2048, 2048, 3072]}",40:36.0,6776260224,0.916284404
"{'num_layers': [10], 'num_attention_heads': [8, 10, 10, 12, 8, 10, 10, 6, 12, 6, 8, 8], 'intermediate_size': [3072, 1024, 2048, 2048, 1024, 3072, 3072, 3072, 3072, 2048, 2048, 3072]}",40:38.3,7141361280,0.917431193
"{'num_layers': [6], 'num_attention_heads': [8, 6, 10, 12, 8, 10, 10, 6, 10, 6, 8, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 1024, 2048, 1024, 3072, 2048, 2048, 2048]}",40:39.5,2883356288,0.878440367
"{'num_layers': [9], 'num_attention_heads': [8, 6, 10, 12, 8, 10, 10, 6, 12, 10, 8, 6], 'intermediate_size': [3072, 2048, 2048, 2048, 1024, 3072, 3072, 3072, 1024, 3072, 2048, 3072]}",40:41.6,6264555136,0.917431193
"{'num_layers': [6], 'num_attention_heads': [8, 6, 10, 6, 6, 6, 8, 6, 10, 8, 8, 6], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 2048, 2048, 2048]}",40:42.7,2354873984,0.875
"{'num_layers': [9], 'num_attention_heads': [8, 6, 8, 6, 6, 6, 8, 6, 8, 8, 8, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 2048, 1024, 1024, 1024, 1024, 2048, 2048]}",40:44.4,3907356288,0.902522936
"{'num_layers': [6], 'num_attention_heads': [8, 6, 8, 12, 6, 6, 8, 6, 12, 10, 8, 6], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 2048, 1024, 1024, 2048, 2048, 2048]}",40:45.6,2463925888,0.868119266
"{'num_layers': [9], 'num_attention_heads': [8, 10, 10, 12, 8, 10, 10, 6, 12, 6, 8, 8], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 3072, 3072, 1024, 1024, 2048, 2048, 3072]}",40:47.5,5165647488,0.917431193
"{'num_layers': [9], 'num_attention_heads': [8, 6, 10, 12, 8, 10, 10, 6, 12, 6, 8, 6], 'intermediate_size': [3072, 1024, 2048, 2048, 1024, 3072, 2048, 1024, 1024, 2048, 2048, 3072]}",40:49.4,5459248768,0.917431193
"{'num_layers': [9], 'num_attention_heads': [8, 6, 8, 6, 6, 6, 8, 6, 12, 10, 8, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 1024, 1024, 1024, 1024, 3072, 2048, 2048]}",40:51.1,3815081600,0.896788991
"{'num_layers': [6], 'num_attention_heads': [8, 6, 10, 12, 8, 10, 8, 6, 10, 10, 8, 6], 'intermediate_size': [1024, 1024, 2048, 1024, 1024, 1024, 2048, 1024, 3072, 2048, 2048, 2048]}",40:52.5,2883356288,0.876146789
"{'num_layers': [6], 'num_attention_heads': [8, 6, 10, 12, 6, 6, 8, 6, 10, 8, 8, 6], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 2048, 2048, 2048]}",40:53.7,2518451840,0.875
"{'num_layers': [9], 'num_attention_heads': [8, 6, 10, 10, 8, 10, 8, 6, 12, 10, 8, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 3072, 2048, 1024, 1024, 2048, 2048, 3072]}",40:55.6,4746217088,0.913990826
"{'num_layers': [9], 'num_attention_heads': [8, 6, 8, 6, 6, 6, 8, 6, 8, 6, 8, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 1024, 1024, 1024, 1024, 3072, 2048, 2048]}",40:57.2,3706029696,0.89793578
"{'num_layers': [9], 'num_attention_heads': [8, 6, 8, 6, 6, 6, 8, 6, 12, 10, 8, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 1024, 2048, 1024, 1024, 2048, 2048, 2048]}",40:58.9,4016408192,0.902522936
"{'num_layers': [9], 'num_attention_heads': [8, 6, 10, 12, 8, 10, 10, 6, 12, 6, 8, 6], 'intermediate_size': [3072, 1024, 2048, 2048, 1024, 3072, 3072, 1024, 1024, 2048, 2048, 3072]}",41:00.8,5660575360,0.918577982
"{'num_layers': [9], 'num_attention_heads': [8, 6, 8, 6, 6, 6, 8, 6, 12, 8, 8, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 3072, 2048, 1024, 1024, 2048, 2048, 2048]}",41:02.6,4419061376,0.911697248
"{'num_layers': [9], 'num_attention_heads': [8, 6, 10, 10, 8, 10, 8, 6, 12, 6, 8, 6], 'intermediate_size': [3072, 1024, 2048, 2048, 1024, 3072, 2048, 1024, 1024, 2048, 2048, 3072]}",41:04.5,5350196864,0.910550459
"{'num_layers': [9], 'num_attention_heads': [8, 10, 10, 12, 8, 10, 10, 6, 12, 6, 8, 8], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 3072, 2048, 1024, 1024, 2048, 2048, 3072]}",41:06.4,4964320896,0.918577982
"{'num_layers': [8], 'num_attention_heads': [8, 6, 8, 6, 6, 6, 8, 6, 10, 6, 8, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 2048, 1024, 1024, 1024, 1024, 2048, 2048]}",41:19.6,3487729280,0.891055046
"{'num_layers': [9], 'num_attention_heads': [8, 10, 10, 12, 8, 10, 10, 6, 12, 10, 8, 8], 'intermediate_size': [3072, 1024, 2048, 2048, 1024, 3072, 3072, 1024, 1024, 2048, 2048, 3072]}",41:35.5,5769627264,0.922018349
"{'num_layers': [6], 'num_attention_heads': [8, 6, 10, 12, 6, 10, 8, 6, 10, 6, 8, 6], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 2048, 1024, 3072, 2048, 2048, 2048]}",41:36.8,2627503744,0.875
"{'num_layers': [9], 'num_attention_heads': [8, 6, 10, 10, 8, 10, 8, 6, 8, 6, 8, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 3072, 2048, 1024, 1024, 2048, 2048, 2048]}",41:38.5,4637165184,0.915137615
"{'num_layers': [8], 'num_attention_heads': [8, 6, 8, 6, 6, 6, 8, 6, 10, 10, 8, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 3072, 1024, 1024, 1024, 1024, 2048, 3072]}",41:40.1,3689055872,0.895642202
"{'num_layers': [9], 'num_attention_heads': [8, 6, 10, 12, 8, 10, 10, 6, 12, 10, 8, 8], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 3072, 2048, 1024, 1024, 2048, 2048, 3072]}",41:41.9,4855268992,0.913990826
"{'num_layers': [9], 'num_attention_heads': [8, 10, 10, 12, 8, 10, 10, 6, 12, 6, 8, 6], 'intermediate_size': [3072, 2048, 2048, 2048, 1024, 3072, 3072, 3072, 1024, 2048, 2048, 3072]}",41:44.0,6373607040,0.917431193
"{'num_layers': [9], 'num_attention_heads': [8, 6, 8, 10, 6, 6, 8, 6, 12, 10, 8, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 2048, 2048, 1024, 1024, 2048, 2048, 2048]}",41:53.8,4326786688,0.90940367
